,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Dorsal Part, Pyramidal Layer (Mba)    MBA:484682483",root of abducens nerve (paxrat)    PAXRAT:859
,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Dorsal Part, Stratum Radiatum (Mba)    MBA:484682487",root of accessory nerve (paxrat)    PAXRAT:860
,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Ventral Part (Mba)    MBA:484682492",root of hypoglossal nerve (paxrat)    PAXRAT:861
,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Ventral Part, Molecular Layer (Mba)    MBA:484682496",rostral amygdalopiriform area (paxrat)    PAXRAT:862
,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Ventral Part, Pyramidal Layer (Mba)    MBA:484682500",rostral interstitial nucleus of medial longitudinal fasciculus (paxrat)    PAXRAT:863
,,,,,,,,,,,,,,,,,,,,,,,,,"Prosubiculum, Ventral Part, Stratum Radiatum (Mba)    MBA:484682504",rostral linear nucleus of the raphe (paxrat)    PAXRAT:864
,,,,,,,,,,,,,,,,,,,,,,,,,Pyramus (Viii) (Mba)    MBA:951,rostral periolivary region (paxrat)    PAXRAT:865
,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramus (Viii), Purkinje Layer (Mba)    MBA:10730",rostral ventral respiratory group (paxrat)    PAXRAT:866
,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramus (Viii), Granular Layer (Mba)    MBA:10729",rostroventrolateral reticular nucleus (paxrat)    PAXRAT:867
,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramus (Viii), Molecular Layer (Mba)    MBA:10731",rostrum of the corpus callosum (paxrat)    PAXRAT:868
,,,,,,,,,,,,,,,,,,,,,,,,,Red Nucleus (Mba)    MBA:214,rubrospinal tract (paxrat)    PAXRAT:869
,,,,,,,,,,,,,,,,,,,,,,,,,Reticular Nucleus Of The Thalamus (Mba)    MBA:262,sagulum nucleus (paxrat)    PAXRAT:870
,,,,,,,,,,,,,,,,,,,,,,,,,Retrochiasmatic Area (Mba)    MBA:173,scaphoid thalamic nucleus (paxrat)    PAXRAT:871
,,,,,,,,,,,,,,,,,,,,,,,,,Retroethmoid Nucleus (Mba)    MBA:560581555,"secon, cochlear nucleidary auditory cortex-dorsal area (paxrat)    PAXRAT:872"
,,,,,,,,,,,,,,,,,,,,,,,,,Retrohippocampal Region (Mba)    MBA:822,"secon, cochlear nucleidary auditory cortex-ventral area (paxrat)    PAXRAT:873"
,,,,,,,,,,,,,,,,,,,,,,,,,Retroparafascicular Nucleus (Mba)    MBA:549009203,"secon, cochlear nucleidary fissure (paxrat)    PAXRAT:874"
,,,,,,,,,,,,,,,,,,,,,,,,,Retrosplenial Area (Mba)    MBA:254,"secon, cochlear nucleidary motor cortex (paxrat)    PAXRAT:875"
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part (Mba)    MBA:879","secon, cochlear nucleidary somatosensory cortex (paxrat)    PAXRAT:876"
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 1 (Mba)    MBA:442","secon, cochlear nucleidary visual cortex-lateral area (paxrat)    PAXRAT:877"
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 2/3 (Mba)    MBA:434","secon, cochlear nucleidary visual cortex-mediolateral area (paxrat)    PAXRAT:878"
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 4 (Mba)    MBA:545","secon, cochlear nucleidary visual cortex-mediomedial area (paxrat)    PAXRAT:879"
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 5 (Mba)    MBA:610",semilunar nucleus (paxrat)    PAXRAT:880
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 6A (Mba)    MBA:274",sensory root of the trigeminal nerve (paxrat)    PAXRAT:881
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Dorsal Part, Layer 6B (Mba)    MBA:330",septofimbrial nucleus (paxrat)    PAXRAT:882
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part (Mba)    MBA:894",septohippocampal nucleus (paxrat)    PAXRAT:883
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part, Layer 1 (Mba)    MBA:671",septohypothalamic nucleus (paxrat)    PAXRAT:884
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part, Layer 2/3 (Mba)    MBA:965",simple lobule (paxrat)    PAXRAT:885
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part, Layer 5 (Mba)    MBA:774",simple lobule A (paxrat)    PAXRAT:886
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part, Layer 6A (Mba)    MBA:906",simple lobule B (paxrat)    PAXRAT:887
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Lateral Agranular Part, Layer 6B (Mba)    MBA:279",simplex fissure (paxrat)    PAXRAT:888
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part (Mba)    MBA:886",solitary nucleus-dorsolateral part (paxrat)    PAXRAT:889
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 1 (Mba)    MBA:542",solitary nucleus-ventral part (paxrat)    PAXRAT:890
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 2 (Mba)    MBA:606",solitary tract (paxrat)    PAXRAT:891
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 2/3 (Mba)    MBA:430",sphenoid nucleus (paxrat)    PAXRAT:892
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 5 (Mba)    MBA:687",spinal trigeminal nucleus-caudal part (paxrat)    PAXRAT:893
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 6A (Mba)    MBA:590",spinal trigeminal nucleus-interpolar part (paxrat)    PAXRAT:894
,,,,,,,,,,,,,,,,,,,,,,,,,"Retrosplenial Area, Ventral Part, Layer 6B (Mba)    MBA:622",spinal trigeminal nucleus-oral part (paxrat)    PAXRAT:895
,,,,,,,,,,,,,,,,,,,,,,,,,Rhomboid Nucleus (Mba)    MBA:189,spinal trigeminal tract (paxrat)    PAXRAT:896
,,,,,,,,,,,,,,,,,,,,,,,,,Rostral Linear Nucleus Raphe (Mba)    MBA:197,spinal vestibular nucleus (paxrat)    PAXRAT:897
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 1 (Mba)    MBA:312782604",spinocerebellar tract (paxrat)    PAXRAT:898
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 2/3 (Mba)    MBA:312782608",splenium of the corpus callosum (paxrat)    PAXRAT:899
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 4 (Mba)    MBA:312782612",stigmoid hypothalamic nucleus (paxrat)    PAXRAT:900
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 5 (Mba)    MBA:312782616",stratum lucidum of the hippocampus (paxrat)    PAXRAT:901
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 6A (Mba)    MBA:312782620",stria medullaris of the thalamus (paxrat)    PAXRAT:902
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Area, Layer 6B (Mba)    MBA:312782624",stria terminalis (paxrat)    PAXRAT:903
,,,,,,,,,,,,,,,,,,,,,,,,,Rostrolateral Lateral Visual Area (Mba)    MBA:480149202,strial part of the preoptic area (paxrat)    PAXRAT:904
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area, Layer 1 (Mba)    MBA:480149206",striohypothalamic nucleus (paxrat)    PAXRAT:905
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area, Layer 2/3 (Mba)    MBA:480149210",subbrachial nucleus (paxrat)    PAXRAT:906
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area, Layer 4 (Mba)    MBA:480149214",subcoeruleus nucleus (paxrat)    PAXRAT:907
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area, Layer 6A (Mba)    MBA:480149222",subcoeruleus nucleus-alpha part (paxrat)    PAXRAT:908
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area, Layer 6B (Mba)    MBA:480149226",subcoeruleus nucleus-dorsal part (paxrat)    PAXRAT:909
,,,,,,,,,,,,,,,,,,,,,,,,,"Rostrolateral Lateral Visual Area,Layer 5 (Mba)    MBA:480149218",subcoeruleus nucleus-ventral part (paxrat)    PAXRAT:910
,,,,,,,,,,,,,,,,,,,,,,,,,Rostrolateral Visual Area (Mba)    MBA:417,subcommissural nucleus (paxrat)    PAXRAT:911
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area (Mba)    MBA:993",subcommissural organ (paxrat)    PAXRAT:912
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area, Layer 1 (Mba)    MBA:656",subfornical organ (paxrat)    PAXRAT:913
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area, Layer 2/3 (Mba)    MBA:962",subgeniculate nucleus (paxrat)    PAXRAT:914
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area, Layer 5 (Mba)    MBA:767",subiculum (paxrat)    PAXRAT:915
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area, Layer 6A (Mba)    MBA:1021",subiculum-transition area (paxrat)    PAXRAT:916
,,,,,,,,,,,,,,,,,,,,,,,,,"Secon, Cochlear Nucleidary Motor Area, Layer 6B (Mba)    MBA:1085",subincertal nucleus (paxrat)    PAXRAT:917
,,,,,,,,,,,,,,,,,,,,,,,,,Septofimbrial Nucleus (Mba)    MBA:310,sublenticular extended amygdala (paxrat)    PAXRAT:918
,,,,,,,,,,,,,,,,,,,,,,,,,Septohippocampal Nucleus (Mba)    MBA:333,sublenticular extended amygdala-central part (paxrat)    PAXRAT:919
,,,,,,,,,,,,,,,,,,,,,,,,,Simple Lobule (Mba)    MBA:1007,sublenticular extended amygdala-medial part (paxrat)    PAXRAT:920
,,,,,,,,,,,,,,,,,,,,,,,,,"Simple Lobule, Purkinje Layer (Mba)    MBA:10673",submammillothalamic nucleus (paxrat)    PAXRAT:921
,,,,,,,,,,,,,,,,,,,,,,,,,"Simple Lobule, Granular Layer (Mba)    MBA:10672",submedius thalamic nucleus (paxrat)    PAXRAT:922
,,,,,,,,,,,,,,,,,,,,,,,,,"Simple Lobule, Molecular Layer (Mba)    MBA:10674",submedius thalamic nucleus-dorsal part (paxrat)    PAXRAT:923
,,,,,,,,,,,,,,,,,,,,,,,,,Somatomotor Areas (Mba)    MBA:500,submedius thalamic nucleus-ventral part (paxrat)    PAXRAT:924
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatomotor Areas, Layer 1 (Mba)    MBA:107",subparafascicular thalamic nucleus (paxrat)    PAXRAT:925
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatomotor Areas, Layer 2/3 (Mba)    MBA:219",subparafascicular thalamic nucleus-parvicellular part (paxrat)    PAXRAT:926
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatomotor Areas, Layer 5 (Mba)    MBA:299",subparaventricular zone of the hypothalamus (paxrat)    PAXRAT:927
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatomotor Areas, Layer 6A (Mba)    MBA:644",subpeduncular tegmental nucleus (paxrat)    PAXRAT:928
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatomotor Areas, Layer 6B (Mba)    MBA:947",subpostrema area (paxrat)    PAXRAT:929
,,,,,,,,,,,,,,,,,,,,,,,,,Somatosensory Areas (Mba)    MBA:453,substantia innominata (paxrat)    PAXRAT:930
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 1 (Mba)    MBA:12993",substantia innominata-basal part (paxrat)    PAXRAT:931
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 2/3 (Mba)    MBA:12994",substantia innominata-dorsal part (paxrat)    PAXRAT:932
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 4 (Mba)    MBA:12995",substantia innominata-ventral part (paxrat)    PAXRAT:933
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 5 (Mba)    MBA:12996",substantia nigra compact part (paxrat)    PAXRAT:934
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 6A (Mba)    MBA:12997",substantia nigra compact part dorsal tier (paxrat)    PAXRAT:935
,,,,,,,,,,,,,,,,,,,,,,,,,"Somatosensory Areas, Layer 6B (Mba)    MBA:12998",substantia nigra-compact part-medial tier (paxrat)    PAXRAT:936
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Caudal Part (Mba)    MBA:429",substantia nigra-compacta part-ventral tier (paxrat)    PAXRAT:937
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Interpolar Part (Mba)    MBA:437",substantia nigra-lateral part (paxrat)    PAXRAT:938
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part (Mba)    MBA:445",substantia nigra-medial part (paxrat)    PAXRAT:939
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part, Caudal Dorsomedial Part (Mba)    MBA:77",substantia nigra-reticular part (paxrat)    PAXRAT:940
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part, Middle Dorsomedial Part, Dorsal Zone (Mba)    MBA:53",substantia nigra-reticular part-dorsomedial tier (paxrat)    PAXRAT:941
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part, Middle Dorsomedial Part, Ventral Zone (Mba)    MBA:61",substantia nigra-reticular part-ventrolateral tier (paxrat)    PAXRAT:942
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part, Rostral Dorsomedial Part (Mba)    MBA:45",subthalamic nucleus (paxrat)    PAXRAT:943
,,,,,,,,,,,,,,,,,,,,,,,,,"Spinal Nucleus Of The Trigeminal, Oral Part, Ventrolateral Part (Mba)    MBA:69",sulcus limitans (paxrat)    PAXRAT:944
,,,,,,,,,,,,,,,,,,,,,,,,,Spinal Vestibular Nucleus (Mba)    MBA:225,superficial glial zone of the cochlear nuclei (paxrat)    PAXRAT:945
,,,,,,,,,,,,,,,,,,,,,,,,,Striatum (Mba)    MBA:477,superficial gray layer of the superior colliculus (paxrat)    PAXRAT:946
,,,,,,,,,,,,,,,,,,,,,,,,,Striatum Dorsal Region (Mba)    MBA:485,"superior cerebellar peduncle (brachium con, cochlear nucleijunctivum) (paxrat)    PAXRAT:947"
,,,,,,,,,,,,,,,,,,,,,,,,,Striatum Ventral Region (Mba)    MBA:493,superior cerebellar peduncle-descending limb (paxrat)    PAXRAT:948
,,,,,,,,,,,,,,,,,,,,,,,,,Striatum-Like Amygdalar Nuclei (Mba)    MBA:278,superior colliculus (paxrat)    PAXRAT:949
,,,,,,,,,,,,,,,,,,,,,,,,,Subceruleus Nucleus (Mba)    MBA:350,superior medullary velum (paxrat)    PAXRAT:950
,,,,,,,,,,,,,,,,,,,,,,,,,Subcommissural Organ (Mba)    MBA:599626923,superior paraolivary nucleus (paxrat)    PAXRAT:951
,,,,,,,,,,,,,,,,,,,,,,,,,Subfornical Organ (Mba)    MBA:338,superior salivatory nucleus (paxrat)    PAXRAT:952
,,,,,,,,,,,,,,,,,,,,,,,,,Subgeniculate Nucleus (Mba)    MBA:321,superior thalamic radiation (paxrat)    PAXRAT:953
,,,,,,,,,,,,,,,,,,,,,,,,,Subiculum (Mba)    MBA:502,superior vestibular nucleus (paxrat)    PAXRAT:954
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Dorsal Part (Mba)    MBA:509",suprachiasmatic nucleus (paxrat)    PAXRAT:955
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Dorsal Part, Molecular Layer (Mba)    MBA:829",suprachiasmatic nucleus-dorsolateral part (paxrat)    PAXRAT:956
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Dorsal Part, Pyramidal Layer (Mba)    MBA:845",suprachiasmatic nucleus-ventromedial part (paxrat)    PAXRAT:957
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Dorsal Part, Stratum Radiatum (Mba)    MBA:837",suprageniculate thalamic nucleus (paxrat)    PAXRAT:958
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Ventral Part (Mba)    MBA:518",supragenual nucleus (paxrat)    PAXRAT:959
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Ventral Part, Molecular Layer (Mba)    MBA:853",supramammillary decussation (paxrat)    PAXRAT:960
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Ventral Part, Pyramidal Layer (Mba)    MBA:870",supramammillary nucleus (paxrat)    PAXRAT:961
,,,,,,,,,,,,,,,,,,,,,,,,,"Subiculum, Ventral Part, Stratum Radiatum (Mba)    MBA:861",supramammillary nucleus-lateral part (paxrat)    PAXRAT:962
,,,,,,,,,,,,,,,,,,,,,,,,,Sublaterodorsal Nucleus (Mba)    MBA:358,supramammillary nucleus-medial part (paxrat)    PAXRAT:963
,,,,,,,,,,,,,,,,,,,,,,,,,Submedial Nucleus Of The Thalamus (Mba)    MBA:366,supraoculomotor cap (paxrat)    PAXRAT:964
,,,,,,,,,,,,,,,,,,,,,,,,,Subparafascicular Area (Mba)    MBA:609,supraoculomotor periaqueductal gray (paxrat)    PAXRAT:965
,,,,,,,,,,,,,,,,,,,,,,,,,Subparafascicular Nucleus (Mba)    MBA:406,supraoptic decussation (paxrat)    PAXRAT:966
,,,,,,,,,,,,,,,,,,,,,,,,,"Subparafascicular Nucleus, Magnocellular Part (Mba)    MBA:414",supraoptic nucleus (paxrat)    PAXRAT:967
,,,,,,,,,,,,,,,,,,,,,,,,,"Subparafascicular Nucleus, Parvicellular Part (Mba)    MBA:422",supraoptic nucleus-retrochiasmatic part (paxrat)    PAXRAT:968
,,,,,,,,,,,,,,,,,,,,,,,,,Subparaventricular Zone (Mba)    MBA:347,supratrigeminal nucleus (paxrat)    PAXRAT:969
,,,,,,,,,,,,,,,,,,,,,,,,,Substantia Innominata (Mba)    MBA:342,tectospinal tract (paxrat)    PAXRAT:970
,,,,,,,,,,,,,,,,,,,,,,,,,"Substantia Nigra, Compact Part (Mba)    MBA:374",temporal associatin cortex (paxrat)    PAXRAT:971
,,,,,,,,,,,,,,,,,,,,,,,,,"Substantia Nigra, Lateral Part (Mba)    MBA:615",terete hypothalamic nucleus (paxrat)    PAXRAT:972
,,,,,,,,,,,,,,,,,,,,,,,,,"Substantia Nigra, Reticular Part (Mba)    MBA:381",transverse fibers of the pons (paxrat)    PAXRAT:973
,,,,,,,,,,,,,,,,,,,,,,,,,Subthalamic Nucleus (Mba)    MBA:470,trapezoid body (paxrat)    PAXRAT:974
,,,,,,,,,,,,,,,,,,,,,,,,,Superior Central Nucleus Raphe (Mba)    MBA:679,triangular nucleus-lateral lemniscus (paxrat)    PAXRAT:975
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Central Nucleus Raphe, Lateral Part (Mba)    MBA:137",triangular septal nucleus (paxrat)    PAXRAT:976
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Central Nucleus Raphe, Medial Part (Mba)    MBA:130",trigeminal ganglion (paxrat)    PAXRAT:977
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related (Mba)    MBA:294",trigeminal transition zone (paxrat)    PAXRAT:978
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Deep Gray Layer (Mba)    MBA:26",trigeminal-solitary transition zone (paxrat)    PAXRAT:979
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Deep White Layer (Mba)    MBA:42",trigeminothalamic tract (paxrat)    PAXRAT:980
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Intermediate Gray Layer (Mba)    MBA:10",trochlear decussation (paxrat)    PAXRAT:981
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Intermediate Gray Layer, Sublayer A (Mba)    MBA:494",trochlear nerve (paxrat)    PAXRAT:982
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Intermediate Gray Layer, Sublayer B (Mba)    MBA:503",trochlear nucleus (paxrat)    PAXRAT:983
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Intermediate Gray Layer, Sublayer C (Mba)    MBA:511",trochlear nucleus shell region (paxrat)    PAXRAT:984
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Motor Related, Intermediate White Layer (Mba)    MBA:17",tuber cinereum area (paxrat)    PAXRAT:985
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Optic Layer (Mba)    MBA:851",tuberal region of lateral hypothalamus (paxrat)    PAXRAT:986
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Sensory Related (Mba)    MBA:302",tuberomammillary nu (paxrat)    PAXRAT:987
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Superficial Gray Layer (Mba)    MBA:842",uncinate fasciculus (paxrat)    PAXRAT:988
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Colliculus, Zonal Layer (Mba)    MBA:834",uncinate fasciculus decussation (paxrat)    PAXRAT:989
,,,,,,,,,,,,,,,,,,,,,,,,,Superior Olivary Complex (Mba)    MBA:398,uncinate fasciculus of the cerebellum (paxrat)    PAXRAT:990
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Olivary Complex, Lateral Part (Mba)    MBA:114",uvular fissure (paxrat)    PAXRAT:991
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Olivary Complex, Medial Part (Mba)    MBA:105",vagus nerve (paxrat)    PAXRAT:992
,,,,,,,,,,,,,,,,,,,,,,,,,"Superior Olivary Complex, Periolivary Region (Mba)    MBA:122",vascular organ of the lamina terminalis (paxrat)    PAXRAT:993
,,,,,,,,,,,,,,,,,,,,,,,,,Superior Salivatory Nucleus (Mba)    MBA:462,vein (paxrat)    PAXRAT:994
,,,,,,,,,,,,,,,,,,,,,,,,,Superior Vestibular Nucleus (Mba)    MBA:217,ventral amygdalofugal pathway (paxrat)    PAXRAT:995
,,,,,,,,,,,,,,,,,,,,,,,,,Supplemental Somatosensory Area (Mba)    MBA:378,ventral anterior thalamic nucleus (paxrat)    PAXRAT:996
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 1 (Mba)    MBA:873",ventral cochlear nucleus (paxrat)    PAXRAT:997
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 2/3 (Mba)    MBA:806",ventral cochlear nucleus-anterior part (paxrat)    PAXRAT:998
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 4 (Mba)    MBA:1035",ventral cochlear nucleus-capsular part (paxrat)    PAXRAT:999
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 5 (Mba)    MBA:1090",ventral cochlear nucleus-granule cell layer (paxrat)    PAXRAT:1000
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 6A (Mba)    MBA:862",ventral cochlear nucleus-posterior part (paxrat)    PAXRAT:1001
,,,,,,,,,,,,,,,,,,,,,,,,,"Supplemental Somatosensory Area, Layer 6B (Mba)    MBA:893",ventral cochlear nucleus-posterior part-octopus cell area (paxrat)    PAXRAT:1002
,,,,,,,,,,,,,,,,,,,,,,,,,Suprachiasmatic Nucleus (Mba)    MBA:286,ventral endopiriform nucleus (paxrat)    PAXRAT:1003
,,,,,,,,,,,,,,,,,,,,,,,,,Suprachiasmatic Preoptic Nucleus (Mba)    MBA:1124,ventral geniculate nucleus (paxrat)    PAXRAT:1004
,,,,,,,,,,,,,,,,,,,,,,,,,Suprageniculate Nucleus (Mba)    MBA:325,ventral hippocampal commissure (paxrat)    PAXRAT:1005
,,,,,,,,,,,,,,,,,,,,,,,,,Supragenual Nucleus (Mba)    MBA:318,ventral intermediate entorhinal cortex (paxrat)    PAXRAT:1006
,,,,,,,,,,,,,,,,,,,,,,,,,Supramammillary Nucleus (Mba)    MBA:525,ventral lateral geniculate nucleus (paxrat)    PAXRAT:1007
,,,,,,,,,,,,,,,,,,,,,,,,,"Supramammillary Nucleus, Lateral Part (Mba)    MBA:1110",ventral lateral geniculate nucleus-magnocellular part (paxrat)    PAXRAT:1008
,,,,,,,,,,,,,,,,,,,,,,,,,"Supramammillary Nucleus, Medial Part (Mba)    MBA:1118",ventral lateral geniculate nucleus-parvicellular part (paxrat)    PAXRAT:1009
,,,,,,,,,,,,,,,,,,,,,,,,,Supraoculomotor Periaqueductal Gray (Mba)    MBA:614454277,ventral linear nucleus of the thalamus (paxrat)    PAXRAT:1010
,,,,,,,,,,,,,,,,,,,,,,,,,Supraoptic Nucleus (Mba)    MBA:390,ventral nucleus of the lat lemniscus (paxrat)    PAXRAT:1011
,,,,,,,,,,,,,,,,,,,,,,,,,Supratrigeminal Nucleus (Mba)    MBA:534,ventral orbital cortex (paxrat)    PAXRAT:1012
,,,,,,,,,,,,,,,,,,,,,,,,,Taenia Tecta (Mba)    MBA:589,ventral pallidum (paxrat)    PAXRAT:1013
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part (Mba)    MBA:597",ventral part of claustrum (paxrat)    PAXRAT:1014
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part, Layer 1 (Mba)    MBA:1034",ventral peduncular pontine nucleus (paxrat)    PAXRAT:1015
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part, Layer 2 (Mba)    MBA:1042",ventral posterior nucleus of the thalamus-parvicellular part (paxrat)    PAXRAT:1016
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part, Layer 3 (Mba)    MBA:1050",ventral posterolateral thalamic nucleus (paxrat)    PAXRAT:1017
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part, Layer 4 (Mba)    MBA:1059",ventral posteromedial thalamic nucleus (paxrat)    PAXRAT:1018
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Dorsal Part, Layers 1-4 (Mba)    MBA:297",ventral reuniens thalamic nucleus (paxrat)    PAXRAT:1019
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Ventral Part (Mba)    MBA:605",ventral spinocerebellar tract (paxrat)    PAXRAT:1020
,,,,,,,,,,,,,,,,,,,,,,,,,"Taenia Tecta, Ventral Part, Layer 1 (Mba)    MBA:1067",ventral spinocerebellar tract decussation (paxrat)    PAXRAT:1021
